Date	Time	Chan	kp	kd	ki	ep	ed	ei	effort	temp	average	target	i2c	hist	freq	enabled	sensor
01/05/2023	14:57:26	C0	 1.00	 1.00	 1.00	    3.1	   -3.8	   48.5	   47.9	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	14:57:57	C0	 1.00	 1.00	 1.00	    3.6	   -9.4	   56.5	   50.8	 29.969C	 29.964C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	14:58:28	C0	 1.00	 1.00	 1.00	    3.1	    4.7	   49.4	   57.1	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	14:58:59	C0	 1.00	 1.00	 1.00	    2.9	    0.0	   45.0	   47.9	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	14:59:30	C0	 1.00	 1.00	 1.00	    2.9	   -0.9	   45.6	   47.6	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:00:01	C0	 1.00	 1.00	 1.00	    3.0	   -3.8	   49.1	   48.4	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:00:32	C0	 1.00	 1.00	 1.00	    3.0	    7.5	   47.9	   58.5	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:01:03	C0	 1.00	 1.00	 1.00	    3.1	   -0.9	   53.4	   55.6	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:01:34	C0	 1.00	 1.00	 1.00	    2.8	   -0.9	   52.0	   53.8	 29.977C	 29.975C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:02:05	C0	 1.00	 1.00	 1.00	    2.9	  -14.1	   46.4	   35.2	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:02:36	C0	 1.00	 1.00	 1.00	    3.0	   -1.9	   44.0	   45.2	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:03:07	C0	 1.00	 1.00	 1.00	    3.3	    5.6	   50.6	   59.5	 29.961C	 29.966C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:03:38	C0	 1.00	 1.00	 1.00	    2.9	    2.8	   47.6	   53.3	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:04:09	C0	 1.00	 1.00	 1.00	    3.0	    0.9	   47.2	   51.1	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:04:40	C0	 1.00	 1.00	 1.00	    2.9	   -9.4	   47.5	   41.0	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:05:11	C0	 1.00	 1.00	 1.00	    2.8	   -3.8	   44.9	   43.9	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:05:42	C0	 1.00	 1.00	 1.00	    3.0	    6.6	   48.4	   58.0	 29.977C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:06:13	C0	 1.00	 1.00	 1.00	    3.3	   -1.9	   48.8	   50.2	 29.969C	 29.968C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:06:44	C0	 1.00	 1.00	 1.00	    3.6	    2.8	   53.4	   59.8	 29.969C	 29.965C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:07:15	C0	 1.00	 1.00	 1.00	    3.6	    0.9	   53.9	   58.4	 29.961C	 29.963C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:07:46	C0	 1.00	 1.00	 1.00	    2.8	    0.0	   46.7	   49.5	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:08:17	C0	 1.00	 1.00	 1.00	    3.0	    8.5	   45.5	   56.9	 29.977C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:08:48	C0	 1.00	 1.00	 1.00	    2.7	   -2.8	   45.9	   45.8	 29.977C	 29.976C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:09:19	C0	 1.00	 1.00	 1.00	    2.7	   -9.4	   46.8	   40.1	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:09:50	C0	 1.00	 1.00	 1.00	    2.8	   -0.9	   48.4	   50.3	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:10:21	C0	 1.00	 1.00	 1.00	    2.7	    0.9	   46.5	   50.1	 29.969C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:10:52	C0	 1.00	 1.00	 1.00	    3.1	   -0.9	   48.6	   50.8	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:11:23	C0	 1.00	 1.00	 1.00	    3.1	   -3.8	   46.7	   46.0	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:11:54	C0	 1.00	 1.00	 1.00	    2.8	    1.9	   46.2	   50.9	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:12:25	C0	 1.00	 1.00	 1.00	    2.7	    0.0	   47.1	   49.8	 29.969C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:12:57	C0	 1.00	 1.00	 1.00	    2.8	    8.5	   45.3	   56.6	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:13:28	C0	 1.00	 1.00	 1.00	    3.1	   -1.9	   46.4	   47.6	 29.977C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:13:59	C0	 1.00	 1.00	 1.00	    3.1	  -12.2	   50.3	   41.2	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:14:30	C0	 1.00	 1.00	 1.00	    3.3	   -2.8	   52.5	   53.0	 29.969C	 29.967C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:15:01	C0	 1.00	 1.00	 1.00	    3.1	   10.3	   49.0	   62.5	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:15:32	C0	 1.00	 1.00	 1.00	    2.9	    6.6	   47.5	   57.0	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:16:03	C0	 1.00	 1.00	 1.00	    3.5	   -2.8	   52.1	   52.8	 29.969C	 29.967C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:16:34	C0	 1.00	 1.00	 1.00	    2.8	   -3.8	   47.9	   47.0	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:17:05	C0	 1.00	 1.00	 1.00	    2.8	    4.7	   47.1	   54.6	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:17:36	C0	 1.00	 1.00	 1.00	    3.2	    4.7	   50.0	   58.0	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:18:07	C0	 1.00	 1.00	 1.00	    3.2	   -1.9	   53.1	   54.5	 29.969C	 29.968C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:18:38	C0	 1.00	 1.00	 1.00	    2.8	   -7.5	   45.7	   41.0	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:19:09	C0	 1.00	 1.00	 1.00	    2.7	    0.0	   44.7	   47.5	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:19:40	C0	 1.00	 1.00	 1.00	    2.5	   -1.9	   43.8	   44.5	 29.969C	 29.975C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:20:11	C0	 1.00	 1.00	 1.00	    2.8	   -0.9	   46.4	   48.3	 29.977C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:20:42	C0	 1.00	 1.00	 1.00	    3.1	    0.9	   46.9	   51.0	 29.977C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:21:13	C0	 1.00	 1.00	 1.00	    3.3	    4.7	   50.8	   58.8	 29.953C	 29.964C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:21:44	C0	 1.00	 1.00	 1.00	    2.8	   -7.5	   50.5	   45.8	 29.977C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:22:15	C0	 1.00	 1.00	 1.00	    3.2	   -2.8	   56.6	   57.0	 29.977C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:22:46	C0	 1.00	 1.00	 1.00	    3.1	   -0.9	   49.5	   51.6	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:23:17	C0	 1.00	 1.00	 1.00	    3.0	   -3.8	   46.6	   45.9	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:23:48	C0	 1.00	 1.00	 1.00	    2.5	    0.9	   45.1	   48.5	 29.969C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:24:19	C0	 1.00	 1.00	 1.00	    2.9	    9.4	   47.1	   59.4	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:24:50	C0	 1.00	 1.00	 1.00	    3.1	    5.6	   48.9	   57.6	 29.977C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:25:21	C0	 1.00	 1.00	 1.00	    3.2	    0.9	   46.1	   50.3	 29.969C	 29.968C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:25:52	C0	 1.00	 1.00	 1.00	    3.0	   -6.6	   45.4	   41.8	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:26:23	C0	 1.00	 1.00	 1.00	    2.9	   -2.8	   47.5	   47.6	 29.961C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:26:54	C0	 1.00	 1.00	 1.00	    3.1	    2.8	   52.8	   58.7	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:27:25	C0	 1.00	 1.00	 1.00	    2.9	   -2.8	   46.0	   46.1	 29.977C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:27:56	C0	 1.00	 1.00	 1.00	    3.1	    2.8	   47.6	   53.5	 29.969C	 29.968C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:28:27	C0	 1.00	 1.00	 1.00	    3.0	    5.6	   45.5	   54.1	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:28:58	C0	 1.00	 1.00	 1.00	    2.4	   -5.6	   47.2	   44.0	 29.969C	 29.975C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:29:29	C0	 1.00	 1.00	 1.00	    3.1	    0.9	   46.7	   50.7	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:30:00	C0	 1.00	 1.00	 1.00	    2.7	  -11.3	   45.3	   36.7	 29.969C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:30:32	C0	 1.00	 1.00	 1.00	    2.8	   -4.7	   45.5	   43.6	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:31:03	C0	 1.00	 1.00	 1.00	    2.8	   10.3	   43.6	   56.8	 29.977C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:31:34	C0	 1.00	 1.00	 1.00	    2.8	    0.9	   45.4	   49.1	 29.977C	 29.974C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:32:05	C0	 1.00	 1.00	 1.00	    3.3	    0.0	   47.7	   50.9	 29.969C	 29.967C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:32:36	C0	 1.00	 1.00	 1.00	    3.0	    0.9	   46.5	   50.5	 29.969C	 29.968C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:33:07	C0	 1.00	 1.00	 1.00	    2.7	    2.8	   47.6	   53.2	 29.961C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:33:38	C0	 1.00	 1.00	 1.00	    3.0	    5.6	   46.6	   55.3	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:34:09	C0	 1.00	 1.00	 1.00	    3.1	    0.0	   45.1	   48.2	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:34:40	C0	 1.00	 1.00	 1.00	    3.0	    0.0	   47.6	   50.6	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:35:11	C0	 1.00	 1.00	 1.00	    2.9	    1.9	   46.8	   51.6	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:35:42	C0	 1.00	 1.00	 1.00	    2.7	    4.7	   45.5	   52.9	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:36:13	C0	 1.00	 1.00	 1.00	    2.7	    1.9	   46.6	   51.1	 29.977C	 29.974C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:36:44	C0	 1.00	 1.00	 1.00	    3.1	   -7.5	   45.2	   40.8	 29.977C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:37:15	C0	 1.00	 1.00	 1.00	    2.6	   -2.8	   45.2	   45.0	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:37:46	C0	 1.00	 1.00	 1.00	    2.8	    0.9	   47.8	   51.5	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:38:17	C0	 1.00	 1.00	 1.00	    3.1	    6.6	   49.8	   59.5	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:38:48	C0	 1.00	 1.00	 1.00	    3.3	    0.9	   48.0	   52.3	 29.969C	 29.968C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:39:19	C0	 1.00	 1.00	 1.00	    3.0	   -4.7	   50.5	   48.9	 29.961C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:39:50	C0	 1.00	 1.00	 1.00	    2.9	   -3.8	   49.7	   48.8	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:40:21	C0	 1.00	 1.00	 1.00	    3.0	    7.5	   46.2	   56.7	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:40:52	C0	 1.00	 1.00	 1.00	    2.8	    0.9	   49.5	   53.2	 29.977C	 29.974C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:41:23	C0	 1.00	 1.00	 1.00	    3.0	   -3.8	   46.8	   46.1	 29.977C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:41:54	C0	 1.00	 1.00	 1.00	    3.1	    3.8	   47.3	   54.2	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:42:25	C0	 1.00	 1.00	 1.00	    2.8	   -2.8	   48.7	   48.7	 29.977C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:42:56	C0	 1.00	 1.00	 1.00	    2.8	    3.8	   46.8	   53.3	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:43:27	C0	 1.00	 1.00	 1.00	    2.7	   -4.7	   44.7	   42.7	 29.977C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:43:58	C0	 1.00	 1.00	 1.00	    3.0	    2.8	   43.7	   49.5	 29.969C	 29.969C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:44:29	C0	 1.00	 1.00	 1.00	    2.9	    2.8	   45.4	   51.2	 29.977C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:45:00	C0	 1.00	 1.00	 1.00	    3.0	    7.5	   49.4	   60.0	 29.977C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:45:32	C0	 1.00	 1.00	 1.00	    2.6	   -0.9	   47.3	   49.0	 29.969C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:46:03	C0	 1.00	 1.00	 1.00	    3.4	    0.9	   47.4	   51.7	 29.969C	 29.967C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:46:34	C0	 1.00	 1.00	 1.00	    2.9	   -4.7	   45.8	   43.9	 29.977C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:47:05	C0	 1.00	 1.00	 1.00	    2.8	    4.7	   45.5	   53.0	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:47:36	C0	 1.00	 1.00	 1.00	    2.5	   -2.8	   45.3	   45.0	 29.969C	 29.976C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:48:07	C0	 1.00	 1.00	 1.00	    3.0	    0.0	   48.2	   51.2	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:48:38	C0	 1.00	 1.00	 1.00	    3.2	    6.6	   45.0	   54.8	 29.969C	 29.967C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:49:09	C0	 1.00	 1.00	 1.00	    2.9	    4.7	   46.6	   54.2	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:49:40	C0	 1.00	 1.00	 1.00	    2.7	   -2.8	   48.1	   48.0	 29.977C	 29.973C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:50:11	C0	 1.00	 1.00	 1.00	    3.3	    3.8	   46.7	   53.8	 29.969C	 29.968C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:50:42	C0	 1.00	 1.00	 1.00	    3.5	    8.5	   47.4	   59.3	 29.969C	 29.965C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:51:13	C0	 1.00	 1.00	 1.00	    2.9	   -6.6	   47.8	   44.1	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:51:44	C0	 1.00	 1.00	 1.00	    2.9	    0.9	   46.4	   50.2	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:52:15	C0	 1.00	 1.00	 1.00	    2.8	    4.7	   46.7	   54.2	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:52:46	C0	 1.00	 1.00	 1.00	    2.9	   -0.9	   45.3	   47.3	 29.969C	 29.972C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:53:17	C0	 1.00	 1.00	 1.00	    3.0	    2.8	   44.9	   50.7	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:53:48	C0	 1.00	 1.00	 1.00	    2.9	    1.9	   43.6	   48.4	 29.969C	 29.970C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:54:19	C0	 1.00	 1.00	 1.00	    2.9	    0.9	   49.8	   53.6	 29.969C	 29.971C	 30.000C	00	016	0200	ENABLED 	OK
01/05/2023	15:54:50	C0	 1.00	 1.00	 1.00	    3.9	   -4.7	   52.6	   51.8	 29.961C	 29.963C	 30.000C	00	016	0200	ENABLED 	OK
